,text,label
17667,"Cetirizine Hydrochloride, Syrup, H1-Receptor Antagonist (Antihistamine)",Over-the-Counter (OTC)
17668,"Co-Amoxiclav, Powder For Suspension, Antibacterial (Penicillin)",Prescription Drug (RX)
17669,"Loperamide Hydrochloride, Capsule, Antimotility",Over-the-Counter (OTC) Drug
17670,"Ascorbic Acid + Zinc, Capsule, -",Over-the-Counter (OTC) Drug
17671,"Ascorbic Acid + Cholecalciferol (Vitamin D3) + Zinc, Capsule, -",Over-the-Counter (OTC) Drug
17672,"Rosuvastatin (As Calcium), Film-Coated Tablet, -",Prescription Drug (RX)
17673,"Rosuvastatin (As Calcium), Film-Coated Tablet, -",Prescription Drug (RX)
17674,"Norepinephrine (As Bitartrate), Solution for Injection (I.V.), -",Prescription Drug (RX)
17675,"Lactulose, Oral Solution, -",Prescription Drug (RX)
17676,"Lactulose, Oral Solution, -",Prescription Drug (RX)
17677,"Amlodipine (As Besilate) + Losartan Potassium, Film-Coated Tablet, -",Prescription Drug (RX)
17678,"Azithromycin (As Dihydrate), Granules For Oral Suspension, Antibacterials (Macrolides)",Prescription Drug (RX)
17679,"Carvedilol, Film-Coated Tablet, -",Prescription Drug (RX)
17680,"Trimetazidine Hydrochloride, Modified Release Film-Coated Tablet, -",Prescription Drug (RX)
17681,"Hydrocortisone (as Sodium Succinate), Powder For Injection (IM/IV), Corticosteroids",Prescription Drug (RX)
17682,"Clopidogrel (as bisulfate), Film-Coated Tablet, Antithrombotic Agent (Platelet aggregation inhibitor)",Prescription Drug (RX)
17683,"Oxaliplatin, Powder For Solution For IV Infusion, Antineoplastic (Platinum Compound)",Prescription Drug (RX)
17684,"Paracetamol, Extended Release Tablet, -",Over-the-Counter (OTC)
17685,"Dobutamine (As Hydrochloride), Solution for IV Infusion, Adrenergic Agent",Prescription Drug (RX)
17686,"Ceftriaxone (As Sodium), Powder for Injection (I.M./I.V.), -",Prescription Drug (RX)
17687,"Lamotrigine, Tablet, Anticonvulsant",Prescription Drug (RX)
17688,"Telmisartan, Tablet, Angiotensin II Receptor Blocker",Prescription Drug (RX)
17689,"Telmisartan, Tablet, Angiotensin II Receptor Blocker",Prescription Drug (RX)
17690,"Telmisartan + Hydrochlorothiazide, Tablet, Angiotensin II Receptor Blocker + Diuretic",Prescription Drug (RX)
17691,"Butamirate Citrate, Syrup (Orange Flavor), -",Over-the-Counter (OTC) Drug
17692,"Ascorbic Acid, Chewable Tablet 
(Orange Flavor), -",Over-the-Counter (OTC) Drug
17693,"Benzydamine Hydrochloride, Throat Spray (Mint Flavor), -",Over-the-Counter (OTC) Drug
17694,"Ascorbic Acid, Chewable Tablet (Orange Flavor), -",Over-the-Counter (OTC)
17695,"Domperidone (as maleate), Tablet, -",Over-the-Counter (OTC) Drug
17696,"Zinc, Film-Coated Tablet, -",Over-the-Counter (OTC) Drug
17697,"2,4-Dichlorobenzyl Alcohol + Amylmetacresol, Lozenge (Orange Flavor), Antiseptic",Household Remedy (HR)
17698,"Ascorbic Acid + Zinc, Syrup (Mango Flavor), -",Over-the-Counter (OTC)
17699,"Ascorbic Acid, Capsule, Vitamin and Mineral",Over-the-Counter (OTC)
17700,"Cholecalciferol (Vitamin D3), Softgel Capsule, -",Over-the-Counter (OTC) Drug
17701,"Paracetamol + Phenylephrine Hydrochloride + Chlorphenamine Maleate, Tablet, -",Over-the-Counter (OTC) Drug
17702,"Paracetamol + Phenylephrine Hydrochloride, Tablet, -",Over-the-Counter (OTC)
17703,"Cassia Angustifolia Vahl (Senna Leaves), Tea Bag, Laxative",Over-the-Counter (OTC)
17704,"Cetirizine Hydrochloride, Syrup (Apple Flavor), H1-Receptor Antagonist (Antihistamine)",Over-the-Counter (OTC)
17705,"Ascorbic Acid+ Zinc, Capsule, Vitamins/Minerals",Over-the-Counter (OTC)
17706,"Ascorbic Acid + Zinc, Effervescent Tablet, -",Over-the-Counter (OTC)
17707,"Ascorbic Acid + Zinc, Capsule, Vitamin/Mineral",Over-the-Counter (OTC)
17708,"Ascorbic Acid + Zinc, Capsule, Vitamin/Mineral",Over-the-Counter (OTC)
17709,"Cholecalciferol (Vitamin D3), Softgel Capsule, -",Over-the-Counter (OTC)
17710,"Ambroxol Hydrochloride, Syrup (Cherry Flavor), MUCOLYTIC",Over-the-Counter (OTC)
17711,"Ciprofloxacin, I.V. Infusion, Antibacterial (Quinolone)",Prescription Drug (RX)
17712,"Medroxyprogesterone Acetate, Tablet, Progesterone",Prescription Drug (RX)
17713,"Losartan Potassium, Film-Coated Tablet, Angiotensin-2-Receptor Blocker",Prescription Drug (RX)
17714,"Cefixime (As Trihydrate), Powder For Suspension, -",Prescription Drug (RX)
17715,"Amikacin (as sulfate), Solution For Injection (IM/IV), -",Prescription Drug (RX)
17716,"Methyl Salicylate + Menthol + Camphor, Liniment, Counterirritant",Household Remedy (HR)
17717,"Pemetrexed (as disodium), Lyophilized Powder For Injection (IV Infusion), -",Prescription Drug (Rx)
17718,"Meropenem (as trihydrate), Powder for Injection (IV), -",Prescription Drug (Rx)
17719,"Pioglitazone, Tablet, Oral Hypoglycemic Agent (Thiazolidinediones)",Prescription Drug (RX)
17720,"Tiotropium (As Bromide), Pre 
metered Dose Dry Powder for Inhalation, -",Prescription Drug (RX)
17721,"Cholecalciferol, Capsule, Vitamin",Over-the-Counter (OTC)
17722,"Clotrimazole + Beclomethasone Dipropionate, Cream, -",Prescription Drug (RX)
17723,"Ferrous Fumarate + Cyanocobalamin, Capsule, -",Over-the-Counter (OTC)
17724,"Human Normal Immunoglobulin, Solution For Infusion IV, -",Prescription Drug (RX)
17725,"Salbutamol, Oral Solution, -",Prescription Drug (RX)
17726,"Insulin Aspart, Suspension for Injection (SC) (30% Insulin Aspart and 70% Insulin Aspart Protamine), -",Prescription Drug (RX)
17727,"Pantoprazole (as Sodium sesquihydrate), Lyophilized Powder For Injection (IV), Proton Pump Inhibitor",Prescription Drug (RX)
17728,"Folic Acid, Tablet, -",Prescription Drug (RX)
17729,"Cyclophosphamide, Powder For Iv Injection, Antineoplastic",Prescription Drug (RX)
17730,"Erythromycin (as Stearate), Film Coated Tablet, -",Prescription Drug (RX)
17731,"Paracetamol + Vitamin B1 + Vitamin B6 + Vitamin B12, Film-Coated Tablet, Analgesic/ Antipyretic/ Vitamins",Prescription Drug (RX)
17732,"Betamethasone (as valerate), Cream, -",Prescription Drug (RX)
17733,"Methylprednisolone (As Sodium Succinate), Powder For Injection (I.V./I.M.), Corticosteroid",Prescription Drug (RX)
17734,"Co-Amoxiclav, Film-Coated Tablet, Antibacterial (Penicillin + Beta-Lactamase Inhibitor Combination)",Prescription Drug (RX)
17735,"Co-Amoxiclav, Film-Coated Tablet, Antibacterial (Penicillin + Beta-Lactamase Inhibitor Combination)",Prescription Drug (RX)
17736,"Co-Amoxiclav, Film-Coated Tablet, Antibacterial (Penicillin + Beta-Lactamase Inhibitor Combination)",Prescription Drug (RX)
17737,"Guiafenesin + Salbutamol (As Sulfate), Capsule, Expectorant/Selective Beta-2-Adrenoreceptor Agonist",Prescription Drug (RX)
17738,"Iron [as Ferric hydroxide sucrose complex], Concentrate for Solution for Injection (I.V. Infusion), -",Prescription Drug (RX)
17739,"Iron [as Ferric hydroxide sucrose complex], Concentrate for Solution for Injection (I.V. Infusion), -",Prescription Drug (RX)
17740,"Co-Amoxiclav, Film-Coated Tablet, Antibacterial (Penicillin + Beta-Lactamase Inhibitor Combination)",Prescription Drug (RX)
17741,"Co-Amoxiclav, Film-Coated Tablet, Antibacterial (Penicillin + Beta-Lactamase Inhibitor Combination)",Prescription Drug (RX)
17742,"Ceftriaxone (as sodium), Powder for injection (IM/IV), Antibacterial (Cephalosporin)",Prescription Drug (RX)
17743,"Each capsule contains: 
Astragalus membranaceous (Radix astragali) Membranous milkvetch-111.5 mg Salvia miltiorrhizae (Radix salvia miltiorrhizae) Red sage-22.3 mg Paeonia lactiflora (Radix paeoniae rubra) Red peony-22.3 mg Ligusticum chuanxiong (Rhizoma chuanxiong) Szechwan lovage-22.3 mg Angelica sinensis (Radix angelicae sinensis) Chinese angelica-22.3 mg Carthamus tinctorius (Carthami flos) Safflower-22.3 mg Prunus persicae(Semen persica) Peach seed-22.3 mg Polygala tenuifolia (Radix polygalae) Thinleaf milkwort-22.3 mg Acorus tatarinowii (Rhizoma acoritatarinowii) Grassleaf sweet flag-22.3 mg, Capsule, -",Over-the-counter (OTC) Drug
17744,"Phenylephrine Hydrochloride + Chlorpheniramine 
Maleate + Paracetamol, Syrup (Strawberry Flavor), Nasal 
Decongestant/Antihistamine/Analgesic/ Antipyretic",Over-the-Counter (OTC)
17745,"Prednisolone (as Sodium Phosphate), Oral Solution (Tutti Frutti Flavor), -",Prescription Drug (RX)
17746,"Levodopa + Carbidopa (as monohydrate), Tablet, -",Prescription Drug (RX)
17747,"Tranexamic Acid, Film-Coated Tablet, -",Prescription Drug (RX)
17748,"Glutathione, Lyophilized Powder for Injection (I.M./I.V.), Antidote",Prescription Drug (RX)
17749,"Gabapentin, Capsule, -",Prescription Drug (RX)
17750,"Phenylephrine Hydrochloride + Chlorphenamine 
Maleate + Paracetamol, Capsule, -",Over-the-Counter (OTC) Drug
17751,"Iohexol, Solution For Injection, -",Prescription Drug (RX)
17752,"Vitex Negundo L. (Lagundi Leaf), Tablet, Herbal Medicine (Anti-cough/Anti-asthma)",Household Remedy (HR)
17753,"Norepinephrine (As Bitartrate), Concentrate Solution for IV Infusion, -",Prescription Drug (RX)
17754,"Linezolid, Film-Coated Tablet, -",Prescription Drug (Rx)
17755,"Rivaroxaban, Film-Coated Tablet, -",Prescription Drug (RX)
17756,"Ofloxacin, Tablet, Antibacterial (Fluoroquinolone)",Prescription Drug (RX)
17757,"Ketorolac Trometamol, Solution for Injection (I.M./I.V.), -",Prescription Drug (Rx)
17758,"Ketorolac Trometamol, Solution for Injection (I.M./I.V.), -",Prescription Drug (RX)
17759,"Ketorolac Trometamol, Solution for Injection (IM), -",Prescription Drug (RX)
17760,"Salbutamol (as sulfate) + Guafenesin, Syrup, -",Prescription Drug (RX)
17761,"Gabapentin, Capsule, -",Prescription Drug (RX)
17762,"Loperamide, Capsule, -",Over-the-Counter (OTC) Drug
17763,"Ambroxol Hydrochloride, Syrup, -",Prescription Drug (RX)
17764,"Clonidine Hydrochloride, Tablet, Centrally-Acting Antihypertensive",Prescription Drug (RX)
17765,"Diclofenac Sodium, Topical Gel, -",Over-the-Counter (OTC)
17766,"Norepinephrine (as Bitartrate), Concentrate Solution For (I.V.) Infusion, -",Prescription Drug (RX)
17767,"Cetirizine Hydrochloride, Syrup (Oral Drops) (Grape Flavor), -",Over-the-Counter (OTC) Drug
17768,"Ambroxol Hydrochloride, Pediatric Syrup, -",Over-the-Counter (OTC) Drug
17769,"Cefoxitin (as Sodium), Powder For Injection (IM/IV), Antibacterial",Prescription Drug (RX)
17770,"Multivitamins, Syrup, Vitamins",Over-the-Counter (OTC)
17771,"Mefenamic Acid, Suspension, -",Prescription Drug (RX)
17772,"Febuxostat, Film-Coated Tablet, -",Prescription Drug (RX)
17773,"Febuxostat, Film-Coated Tablet, Antigout",Prescription Drug (RX)
17774,"Febuxostat, Film-Coated Tablet, -",Prescription Drug (RX)
17775,"Febuxostat, Film-Coated Tablet, -",Prescription Drug (RX)
17776,"Febuxostat, Film-Coated Tablet, -",Prescription Drug (RX)
17777,"Febuxostat, Film-Coated Tablet, -",Prescription Drug (RX)
17778,"Phenylpropanolamine Hydrochloride + Chlorphenamine Maleate, Syrup (Oral Drops) (Cherry Flavor), -",Over-the-Counter (OTC)
17779,"Nitrofurantoin, Capsule, Urinary Antiseptic",Prescription Drug (RX)
17780,"Losartan Potassium + Hydrochlorothiazide, Film-Coated Tablet, -",Prescription (Rx) Drug
17781,"Losartan Potassium + Hydrochlorothiazide, Film-Coated Tablet, -",Prescription Drug (RX)
17782,"Bemiparin sodium, Solution For Injection (SC), Antithrombotic agents",Prescription Drug (Rx)
17783,"Bemiparin sodium, Solution For Injection (SC), Antithrombotic agents",Prescription Drug (Rx)
17784,"Clarithromycin, Powder For Suspension, Antibacterial (Macrolide)",Prescription Drug (RX)
17785,"Aluminum Hydroxide+ Magnesium Hydroxide, Chewable Tablet, Antacid",Prescription Drug (RX)
17786,"ASCORBIC ACID, Capsule, VITAMIN",Household Remedy (HR)
17787,"Lactulose, Oral Solution, Laxative",Prescription Drug (RX)
17788,"Vitamin B-Complex, Solution For Injection (Im/Iv), Vitamin",Prescription Drug (RX)
17789,"Ethyl Alcohol, Topical Solution, Antiseptic / Disinfectant",Household Remedy (HR)
17790,"Co-Amoxiclav, Film-Coated Tablet, Antibacterial (Penicillin)",Prescription Drug (RX)
17791,"Menthol + Methyl Salicylate + Eucalyptus Oil + Camphor, Liniment, Counterirritant",Household Remedy (HR)
17792,"Losartan Potassium, Film-Coated Tablet, Angiotensin II Receptor Blocker",Prescription Drug (RX)
17793,"Isopropyl Alcohol, Solution, Antiseptic/Disinfectant",Household Remedy (HR)
17794,"Ascorbic Acid, Syrup (Orange Flavor), Vitamin",Over-the-Counter (OTC)
17795,"Ascorbic Acid, Syrup (Oral Drops) (Orange Flavor), -",Over-the-Counter (OTC) Drug
17796,"Amoxicillin (as trihydrate), Capsule, Antibacterial (Penicillin)",Prescription Drug (RX)
17797,"Norepinephrine (As Bitartrate), Solution for Injection (IV), -",Prescription Drug (RX)
17798,"Norepinephrine (As Bitartrate), Solution for Injection (IV), -",Prescription Drug (RX)
17799,"Pantoprazole (as Sodium Sesquihydrate) + Domperidone, Capsule, Proton Pump Inhibitor/Gastrokinetic (Prokinetic)",Prescription Drug (RX)
17800,"Ascorbic Acid + Zinc, Syrup (Oral Drops) (Orange 
Flavor), -",Over-the-Counter (OTC)
17801,"Ascorbic Acid + Zinc, Syrup (Oral Drops) (Orange 
Flavor), -",Over-the-Counter (OTC)
17802,"Atorvastatin (As Calcium), Film-Coated Tablet, HMG CoA Reductase Inhibitor",Prescription Drug (RX)
17803,"Atorvastatin (as Calcium), Film-Coated Tablet, HMG CoA Reductase Inhibitors",Prescription Drug (RX)
17804,"Omeprazole (As Sodium), Lyophilized Powder For Iv Injection, -",Prescription Drug (RX)
17805,"Ascorbic Acid (As Sodium Ascorbate) + Zinc (As Sulfate Monohydrate), Capsule, -",Over-the-Counter (OTC)
17806,"Amoxicillin (As Trihydrate), Powder For Suspension, ANTIBACTERIAL (PENICILLIN)",Prescription Drug (RX)
17807,"Methotrexate, Tablet, Antineoplastic (Cell cycle-specific agent)",Prescription Drug (RX)
17808,"Hydroxyurea, capsule, Antineoplastic agent",Prescription Drug (RX)
17809,"Oxaliplatin, Solution for Injection IV, Antineoplastic",Prescription Drug (RX)
17810,"Ceftriaxone (as Sodium), Powder For Injection (I.M./I.V.), Antibacterial (Cephalosporin)",Prescription Drug (Rx)
17811,"Meloxicam, Tablet, Anti-Inflammatory and Anti-Rheumatic Products, Non-Steroids",Prescription Drug (RX)
17812,"lmatinib (as mesilate), Capsule, Antineoplastic Agent",Prescription Drug (RX)
17813,"Clopidogrel (as Bisulfate), Film-Coated Tablet, Antithrombotic (Platelet Aggregation Inhibitor)",Prescription Drug (RX)
17814,"Celecoxib, Capsule, COX-2 Inhibitor",Prescription Drug (RX)
17815,"Docetaxel (as Trihydrate), Concentrated Solution For I.V Infusion, Antineoplastic",Prescription Drug (RX)
17816,"Phytomenadione, Solution for Injection (I.M./I. V./S.C.), Vitamin",Prescription Drug (RX)
17817,"Norepinephrine (As Bitartrate), Solution For Injection (IV), -",Prescription Drug (RX)
17818,"Omeprazole, Lyophilized Powder For IV Injection, -",Prescription Drug (RX)
17819,"Furosemide, Solution for Injection (IM/IV), Diuretic",Prescription Drug (RX)
17820,"Vancomycin (as hydrochloride), Powder for Solution for IV Infusion, -",Prescription Drug (RX)
17821,"Azithromycin, Film-Coated Tablet, Antibacterial",Prescription Drug (RX)
17822,"Cefuroxime (as Axetil), Film-Coated Tablet, Antibacterial (Cephalosporin)",Prescription Drug (RX)
17823,"Zinc (as Sulfate Monohydrate), Syrup, Mineral",Over-the-Counter (OTC)
17824,"Clopidogrel (as bisulfate), Film-Coated Tablet, Anti-thrombotic",Prescription Drug (RX)
17825,"Betahistine Hydrochloride, Tablet, Antivertigo",Prescription Drug (RX)
17826,"Loratadine, Tablet, Antihistamine",Over-the-Counter (OTC)
17827,"Ascorbic Acid, Capsule, -",Household Remedy (HR)
17828,"Vancomycin (As Hydrochloride), Powder For Solution For IV Infusion, Glycopeptide Anmtibacterial",Prescription Drug (RX)
17829,"Cefalexin (As Monhydrate), Capsule, Antibacterial (Cephalosporin)",Prescription Drug (Rx)
17830,"Amoxicillin (As Trihydrate ), Powder For Suspension (Oral Drops), ANTIBACTERIAL (PENICILLIN)",Prescription Drug (RX)
17831,"Cefixime (as Trihydrate), Capsule, Antibacterial (Cephalosporin)",Prescription Drug (Rx)
17832,"Cefixime (As Trihydrate), Capsule, Antibacterial (Cephalosporin)",Prescription Drug (RX)
17833,"Epoetin Alfa, Solution For Injection (IV/SC), HEMATOPOIETIC GROWTH FACTOR",Prescription Drug (RX)
17834,"Levofloxacin (As Hemihydrate), Film-Coated Tablet, Antibacterial (Quinolones)",Prescription Drug (RX)
17835,"Levofloxacin (As Hemihydrate), Film-Coated Tablet, Antibacterial (Quinolones)",Prescription Drug (RX)
17836,"Chlorhexidine Gluconate + Cetrimide, Topical Solution, -",Over-the-Counter (OTC) Drug
17837,"Ascorbic Acid + Zinc, Capsule, -",Over-the-Counter (OTC) Drug
17838,"Bisacodyl, Enteric-Coated Tablet, -",Over-the-Counter (OTC) Drug
17839,"Bisacodyl, Enteric-Coated Tablet, -",Over-the-Counter (OTC)
17840,"Ascorbic Acid + Cholecalciferol + Zinc, Capsule, -",Over-the-Counter (OTC) Drug
17841,"Calamine + Zinc Oxide, Ointment, -",Over-the-Counter (OTC) Drug
17842,"Telmisartan, Film Coated Tablet, -",Prescription Drug (RX)
17843,"Trimetazidine dihydrochloride, Modified-Release Tablet, Anti-Angina",Prescription Drug (RX)
17844,"Losartan Potassium, Film-Coated Tablet, Angiotensin-II-Receptor Blocker",Prescription Drug (RX)
17845,"Vancomycin (as hydrochloride), Powder for Solution for IV Infusion, Glycopeptide Antibacterial",Prescription Drug (Rx)
17846,"Gliclazide, Prolonged-Release Tablet, Blood Glucose Lowering Drug (Sulfonylurea)",Prescription Drug (RX)
17847,"Losartan Potassium, Film-Coated Tablet, Angiotensin II Receptor Blocker (ARB)",Prescription Drug (Rx)
17848,"Thiamine Mononitrate (Vit B1) + Pyridoxine HCl (Vit B6) + Cyanocobalamin (Vit B12), Tablet, Vitamins",Prescription Drug (RX)
17849,"Metoprolol Succinate, Controlled-Release Tablet, Beta-Adrenoceptor Blocker",Prescription Drug (RX)
17850,"Multivitamins + Dexpanthenol, Solution for Injection (IM/IV), Vitamins",Prescription Drug (RX)
17851,"Ascorbic Acid + Zinc, Syrup (Oral Drops) (Orange Flavor), -",Over-the-Counter (OTC) Drug
17852,"Ascorbic Acid + Zinc, Syrup (Orange Flavor), -",Over-the-Counter (OTC) Drug
17853,"Ascorbic Acid + Zinc, Capsule, -",Over-the-Counter (OTC) Drug
17854,"Paracetamol, Syrup, -",Over-the-Counter (OTC)
17855,"Miconazole Nitrate, Cream, -",Over-the-Counter (OTC)
17856,"Oral Rehydration Salts (ORS), Powder For Oral Solution (Apple Flavor), -",Household Remedy (HR)
17857,"Ascorbic Acid + Zinc + Cholecalciferol (Vit. D3), Capsule, -",Over-the-Counter (OTC) Drug
17858,"Ascorbic Acid + Zinc + Cholecalciferol (Vit. D3), Capsule, -",Over-the-Counter (OTC) Drug
17859,"Clotrimazole, Topical Cream, -",Over-the-Counter (OTC) Drug
17860,"Paracetamol + Guaifenesin + Phenylpropanolamine 
HC1 + Dextromethorphan HBr + Chlorphenamine Maleate, Capsule, -",Over-the-Counter (OTC) Drug
17861,"Calcium Carbonate, Film-Coated Tablet, -",Over-the-Counter (OTC)
17862,"Ethyl Alcohol, Solution, -",Household Remedy (HR)
17863,"Ethyl Alcohol, Solution, -",Household Remedy (HR)
17864,"Amphotericin B, Lyophilized Powder For Injection (IV), -",Prescription Drug (RX)
17865,"Oral Rehydration Salts (ORS), Powder For Oral Solution (Orange Flavor), -",Household Remedy (HR)
17866,"Ascorbic Acid + Zinc, Capsule, Vitamin/Mineral",Over-The-Counter (OTC) Drug
17867,"Ascorbic Acid, Capsule, -",Over-The-Counter (OTC) Drug
17868,"Ascorbic Acid + Zinc, Capsule, -",Over-the-Counter (OTC)
17869,"Isophane Insulin Human (rDNA Origin), Suspension for Injection (SC), Intermediate acting insulin",Prescription Drug (RX)
