text,entities,lang
Ti kadawyan nga epekto ti Triptorelin (as embonate) ket nangato ti bukol.,"[(26, 51, 'DRUG'), (56, 72, 'ADE')]",ilocano
Ti nalidlidayak ket maysa a epekto ti Clotrimazole + Beclometasone Dipropionate.,"[(38, 79, 'DRUG'), (3, 15, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Epinephrine (As Hydrochloride), kanayonak a saanak makaturturog.","[(26, 56, 'DRUG'), (70, 89, 'ADE')]",ilocano
"Gapu ti d-Alpha Tocopheryl Acid Succinate (Vitamin E)/ Korean Ginseng/ Bee Pollen/ Calcium Pantothenate/ Lecithin, nakaramdamak ti adda pantal ko.","[(8, 113, 'DRUG'), (131, 145, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Diclofenac Sodium, kanayonak a agkarkarigatak.","[(26, 43, 'DRUG'), (57, 71, 'ADE')]",ilocano
In-experience ko ti nasusukaak kalpasan ti Duloxetine (As Hydrochloride).,"[(43, 72, 'DRUG'), (20, 30, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Peritoneal Dialysis Solution with 1.5% Dextrose, kanayonak a agkarkarigatak.","[(26, 73, 'DRUG'), (87, 101, 'ADE')]",ilocano
Adu ti agsao nga saanak makapanag-diges no ag-inom ti MENTHOL + PEPPERMINT OIL + CAMPHOR + CLOVE OIL.,"[(54, 100, 'DRUG'), (17, 39, 'ADE')]",ilocano
In-experience ko ti agkarkarigatak kalpasan ti Ampicillin(as sodium)+Sulbactam(as sodium).,"[(47, 89, 'DRUG'), (20, 34, 'ADE')]",ilocano
"Nariknak ti nataltalged ti ngiwat idi pinainomak ti Diclofenac Sodium (as Diethylamine) + Methyl 
Salicylate + Menthol + Linseed Oil.","[(52, 132, 'DRUG'), (12, 33, 'ADE')]",ilocano
Nariknak ti nataltalged ti ngiwat idi pinainomak ti Ferrous Sulfate (as heptahydrate).,"[(52, 85, 'DRUG'), (12, 33, 'ADE')]",ilocano
In-experience ko ti agbutengak kalpasan ti Ascorbic acid + Zinc.,"[(43, 63, 'DRUG'), (20, 30, 'ADE')]",ilocano
"Idi ko inusar ti Montelukast Sodium, nagsang-atak ti agdirdirisak.","[(17, 35, 'DRUG'), (53, 65, 'ADE')]",ilocano
"Gapu ti Moxifloxacin (as hydrochloride), nakaramdamak ti agkaroak.","[(8, 39, 'DRUG'), (57, 65, 'ADE')]",ilocano
Adu ti agsao nga agsukak no ag-inom ti Contylan.,"[(39, 47, 'DRUG'), (17, 24, 'ADE')]",ilocano
"Ti kadawyan nga epekto ti Paracetamol + Phenylpropanolamine hydrochloride + 
Chlorphenamine maleate ket agkaroak.","[(26, 100, 'DRUG'), (105, 113, 'ADE')]",ilocano
In-experience ko ti agkurang ti init ko kalpasan ti LEVOFLOXACIN.,"[(52, 64, 'DRUG'), (20, 39, 'ADE')]",ilocano
"Idi ko inusar ti Heparin sodium, nagsang-atak ti kayat ko ti angin.","[(17, 31, 'DRUG'), (49, 66, 'ADE')]",ilocano
In-experience ko ti nataltalged ti ngiwat kalpasan ti Getryl.,"[(54, 60, 'DRUG'), (20, 41, 'ADE')]",ilocano
Nakaramdamak ti agkurang ti init ko kalpasan ti panag-inom ko ti Bss (Balanced Salt Solution) Sterile Intraocular Irrigating Solution.,"[(65, 133, 'DRUG'), (16, 35, 'ADE')]",ilocano
In-experience ko ti saanak makaturturog kalpasan ti Multivitamins+Taurine+Lysine+Chlorella Growth Factor+Zinc.,"[(52, 109, 'DRUG'), (20, 39, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti nangato ti bukol idi nag-inom ti Eicosapentanoic Acid + Docosahexaenoic Acid (see reverse for formulation).,"[(61, 134, 'DRUG'), (28, 44, 'ADE')]",ilocano
Adu ti agsao nga saanak makaturturog no ag-inom ti Omeprazole.,"[(51, 61, 'DRUG'), (17, 36, 'ADE')]",ilocano
"Idi ko inusar ti Ciprofloxacin (as Lactate), nagsang-atak ti nalidlidayak.","[(17, 43, 'DRUG'), (61, 73, 'ADE')]",ilocano
Adu ti agsao nga agkurang ti init ko no ag-inom ti Glycyrrhizic Acid + Glycine + L-Cysteine Hydrochloride.,"[(51, 105, 'DRUG'), (17, 36, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Azelaic Acid, kanayonak a nataltalged ti ngiwat.","[(26, 38, 'DRUG'), (52, 73, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Co- Amoxiclav, kanayonak a saanak makaturturog.","[(26, 39, 'DRUG'), (53, 72, 'ADE')]",ilocano
Adu ti agsao nga nasusukaak no ag-inom ti 10% Dextrose In Water Solution For Iv Infusion.,"[(42, 88, 'DRUG'), (17, 27, 'ADE')]",ilocano
"Gapu ti Ceftriaxone (as sodium) + Sulbactam (as sodium, nakaramdamak ti agpaspas ti puso.","[(8, 54, 'DRUG'), (72, 88, 'ADE')]",ilocano
"Gapu ti Terbutaline Sulfate, nakaramdamak ti agkarkarigatak.","[(8, 27, 'DRUG'), (45, 59, 'ADE')]",ilocano
Ti nalawag ti kita ket maysa a epekto ti Sulfinpyrazone.,"[(41, 55, 'DRUG'), (3, 18, 'ADE')]",ilocano
Ti kadawyan nga epekto ti Dexketoprofen Trometamol ket kayat ko ti angin.,"[(26, 50, 'DRUG'), (55, 72, 'ADE')]",ilocano
In-experience ko ti nangato ti bukol kalpasan ti Methylprednisolone (as Sodium Succinate).,"[(49, 89, 'DRUG'), (20, 36, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Zinaf-500, kanayonak a naliday ti ulok.","[(26, 35, 'DRUG'), (49, 64, 'ADE')]",ilocano
Ti kadawyan nga epekto ti Phenamine ket agsukak.,"[(26, 35, 'DRUG'), (40, 47, 'ADE')]",ilocano
In-experience ko ti agpaspas ti puso kalpasan ti Moks.,"[(49, 53, 'DRUG'), (20, 36, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Thiamine Hydrochloride (Vitamin B1) + Pyridoxine Hydrochloride (Vitamin B6) + Cyanocobalamin (Vitamin B12), kanayonak a agsakit dagiti ul-ulok.","[(26, 132, 'DRUG'), (146, 168, 'ADE')]",ilocano
"Idi ko inusar ti Quetiapine (as Fumarate), nagsang-atak ti nalawag ti kita.","[(17, 41, 'DRUG'), (59, 74, 'ADE')]",ilocano
Ti naliday ti ulok ket maysa a epekto ti Terbutaline (as Sulfate).,"[(41, 65, 'DRUG'), (3, 18, 'ADE')]",ilocano
"Idi ko inusar ti Menthol + Camphor, nagsang-atak ti agsakit dagiti ul-ulok.","[(17, 34, 'DRUG'), (52, 74, 'ADE')]",ilocano
"Idi ko inusar ti This CPR is granted following A.O. 31 s. 2005., nagsang-atak ti saanak makapanag-diges.","[(17, 63, 'DRUG'), (81, 103, 'ADE')]",ilocano
"Gapu ti Thiamine Mononitrate (Vit B1) + Pyridoxine Hydrochloride (Vit B6) + Cyanocobalamin (Vit B12), nakaramdamak ti naliday ti ulok.","[(8, 100, 'DRUG'), (118, 133, 'ADE')]",ilocano
Adu ti agsao nga kayat ko ti angin no ag-inom ti Glimepiride + Metformin Hydrochloride.,"[(49, 86, 'DRUG'), (17, 34, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti naliday ti ulok idi nag-inom ti Hydroxypropylmethylcellulose.,"[(60, 88, 'DRUG'), (28, 43, 'ADE')]",ilocano
Ti kadawyan nga epekto ti Clostridium botulinum Type A Toxin ket saanak makapanag-diges.,"[(26, 60, 'DRUG'), (65, 87, 'ADE')]",ilocano
Ti kadawyan nga epekto ti Mucotuss Forte ket nalawag ti kita.,"[(26, 40, 'DRUG'), (45, 60, 'ADE')]",ilocano
Adu ti agsao nga saanak makaturturog no ag-inom ti Prochlorperazine Mesilate.,"[(51, 76, 'DRUG'), (17, 36, 'ADE')]",ilocano
Adu ti agsao nga agbutengak no ag-inom ti Bromhexine Hydrochloride + Chlorphenamine Maleate.,"[(42, 91, 'DRUG'), (17, 27, 'ADE')]",ilocano
Ti agsakit dagiti ul-ulok ket maysa a epekto ti Folium Senna Leaves + Semen Cana Valiae.,"[(48, 87, 'DRUG'), (3, 25, 'ADE')]",ilocano
Nakaramdamak ti saanak makaturturog kalpasan ti panag-inom ko ti Losartan Potassium + Amlodipine besilate.,"[(65, 105, 'DRUG'), (16, 35, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Mupirocin + Betamethasone 
(as Dipropionate), kanayonak a agbutengak.","[(26, 71, 'DRUG'), (85, 95, 'ADE')]",ilocano
"In-experience ko ti nalawag ti kita kalpasan ti Diphenhydramine hydrochloride + 
Phenylpropanolamine hydrochloride.","[(48, 115, 'DRUG'), (20, 35, 'ADE')]",ilocano
Ti nalidlidayak ket maysa a epekto ti Spironolactone.,"[(38, 52, 'DRUG'), (3, 15, 'ADE')]",ilocano
In-experience ko ti nangato ti bukol kalpasan ti Ampicillin Sodium + Sulbactam Sodium.,"[(49, 85, 'DRUG'), (20, 36, 'ADE')]",ilocano
Adu ti agsao nga saanak makaturturog no ag-inom ti Olopatadine (hydrochloride).,"[(51, 78, 'DRUG'), (17, 36, 'ADE')]",ilocano
Ti nalawag ti kita ket maysa a epekto ti Phenylephrine (as hydrochloride).,"[(41, 73, 'DRUG'), (3, 18, 'ADE')]",ilocano
"Idi ko inusar ti Levodopa + Carbidopa (as monohydrate) + Entacapone, nagsang-atak ti saanak makapanag-diges.","[(17, 67, 'DRUG'), (85, 107, 'ADE')]",ilocano
Adu ti agsao nga nalawag ti kita no ag-inom ti Ketotifen (As Hydrogen Fumarate).,"[(47, 79, 'DRUG'), (17, 32, 'ADE')]",ilocano
"Gapu ti Carbocistine, nakaramdamak ti nalawag ti kita.","[(8, 20, 'DRUG'), (38, 53, 'ADE')]",ilocano
"Idi ko inusar ti Sitagliptin (as phosphate monohydrate) + Metformin hydrochloride., nagsang-atak ti nalawag ti kita.","[(17, 82, 'DRUG'), (100, 115, 'ADE')]",ilocano
Nariknak ti kayat ko ti angin idi pinainomak ti Risdiplam.,"[(48, 57, 'DRUG'), (12, 29, 'ADE')]",ilocano
"Gapu ti Tetanus Antitoxin (equine), nakaramdamak ti kayat ko ti angin.","[(8, 34, 'DRUG'), (52, 69, 'ADE')]",ilocano
Ti nalidlidayak ket maysa a epekto ti Bimatoprost + Timolol Maleate.,"[(38, 67, 'DRUG'), (3, 15, 'ADE')]",ilocano
"Nakaramdamak ti agsakit dagiti ul-ulok kalpasan ti panag-inom ko ti Sodium Citrate + Dextromethorphan Hydrobromide + 
Maleate.","[(68, 125, 'DRUG'), (16, 38, 'ADE')]",ilocano
In-experience ko ti saanak makaturturog kalpasan ti Paracetamol + Phenylephrine Hydrochloride+ Chlorphenamine Maleate.,"[(52, 117, 'DRUG'), (20, 39, 'ADE')]",ilocano
Nakaramdamak ti agdirdirisak kalpasan ti panag-inom ko ti CLOTRIMAZOLE.,"[(58, 70, 'DRUG'), (16, 28, 'ADE')]",ilocano
Ti agkaroak ket maysa a epekto ti Lactated Ringer's Solution for Injection.,"[(34, 74, 'DRUG'), (3, 11, 'ADE')]",ilocano
Ti kadawyan nga epekto ti Insulin Degludec + Insulin Aspart ket saanak makapanag-diges.,"[(26, 59, 'DRUG'), (64, 86, 'ADE')]",ilocano
Ti kadawyan nga epekto ti Dexamethasone + Neomycin (As Sulfate) + Polymyxin-B Sulfate ket agsakit dagiti ul-ulok.,"[(26, 85, 'DRUG'), (90, 112, 'ADE')]",ilocano
"Gapu ti Diclofenac Sodium (as Diethylamine) + Methyl 
Salicylate + Menthol + Linseed Oil, nakaramdamak ti agsakit ti ulok.","[(8, 88, 'DRUG'), (106, 121, 'ADE')]",ilocano
Ti naliday ti ulok ket maysa a epekto ti Docetaxel (as Trihydrate).,"[(41, 66, 'DRUG'), (3, 18, 'ADE')]",ilocano
Nakaramdamak ti agkaroak kalpasan ti panag-inom ko ti Dacarbazine.,"[(54, 65, 'DRUG'), (16, 24, 'ADE')]",ilocano
"Adu ti agsao nga agdirdirisak no ag-inom ti Econazole Nitrate + Triamcinolone Acetonide + 
Gentamicin (as sulfate).","[(44, 115, 'DRUG'), (17, 29, 'ADE')]",ilocano
"Ni nanang ket nakaramdam ti nangato ti bukol idi nag-inom ti Tolnaftate + Clioquinol + Gentamicin (as sulfate) + 
Betamethasone (as valerate).","[(61, 142, 'DRUG'), (28, 44, 'ADE')]",ilocano
Ti kadawyan nga epekto ti Irbesartan ket naliday ti ulok.,"[(26, 36, 'DRUG'), (41, 56, 'ADE')]",ilocano
"Idi ko inusar ti Nonacog Alfa, nagsang-atak ti saanak makaturturog.","[(17, 29, 'DRUG'), (47, 66, 'ADE')]",ilocano
"Ti kadawyan nga epekto ti 2,4-Dichlorobenzyl Alcohol/ Amylmetacresol/ Vitamin C ket agkaroak.","[(26, 79, 'DRUG'), (84, 92, 'ADE')]",ilocano
Adu ti agsao nga agkurang ti init ko no ag-inom ti Ceftazidime (as pentahydrate).,"[(51, 80, 'DRUG'), (17, 36, 'ADE')]",ilocano
Nakaramdamak ti agkarkarigatak kalpasan ti panag-inom ko ti IBUPROFEN + PARACETAMOL.,"[(60, 83, 'DRUG'), (16, 30, 'ADE')]",ilocano
Adu ti agsao nga agsakit ti ulok no ag-inom ti Butamirate Citrate.,"[(47, 65, 'DRUG'), (17, 32, 'ADE')]",ilocano
Ti kadawyan nga epekto ti Paracetamol + Thiamine Mononitrate (Vit B1) + Pyridoxine Hydrochloride (Vit B6) + Cyanocobalamine (Vit B12) ket saanak makapanag-diges.,"[(26, 133, 'DRUG'), (138, 160, 'ADE')]",ilocano
"Gapu ti Standardized Senna Concentrate, nakaramdamak ti agsakit dagiti ul-ulok.","[(8, 38, 'DRUG'), (56, 78, 'ADE')]",ilocano
"Idi ko inusar ti Clindamycin (As Palmitate Hydrochloride), nagsang-atak ti saanak makaturturog.","[(17, 57, 'DRUG'), (75, 94, 'ADE')]",ilocano
Ti agkurang ti init ko ket maysa a epekto ti Ascorbic acid (as Sodium ascorbate).,"[(45, 80, 'DRUG'), (3, 22, 'ADE')]",ilocano
"Ni nanang ket nakaramdam ti agdirdirisak idi nag-inom ti Vitamin B-Complex (Vitamin B1 + Vitamin B6 + Vitamin 
B12).","[(57, 116, 'DRUG'), (28, 40, 'ADE')]",ilocano
Adu ti agsao nga nalawag ti kita no ag-inom ti Iron Sucrose (as Ferric Hydroxide Sucrose Complex).,"[(47, 97, 'DRUG'), (17, 32, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Tirofiban Hydrochloride, kanayonak a agbutengak.","[(26, 49, 'DRUG'), (63, 73, 'ADE')]",ilocano
"In-experience ko ti agbutengak kalpasan ti Ascorbic Acid + Colecalciferol (Vitamin D,) + Zinc.","[(43, 93, 'DRUG'), (20, 30, 'ADE')]",ilocano
Nariknak ti nalawag ti kita idi pinainomak ti Vino De Quina.,"[(46, 59, 'DRUG'), (12, 27, 'ADE')]",ilocano
Nariknak ti agkaroak idi pinainomak ti Ferrous Fumarate (Equivalent To 107.25 Mg Elemental Iron) + Cyanocobalamin.,"[(39, 113, 'DRUG'), (12, 20, 'ADE')]",ilocano
Ti agdirdirisak ket maysa a epekto ti Epirubicin (As Hydrochloride).,"[(38, 67, 'DRUG'), (3, 15, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Paracetamol + Ascorbic Acid, kanayonak a naliday ti ulok.","[(26, 53, 'DRUG'), (67, 82, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti agkarkarigatak idi nag-inom ti Cotrimozaxole (Butterscotch Flavor).,"[(59, 94, 'DRUG'), (28, 42, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti agsakit dagiti ul-ulok idi nag-inom ti Ursodeoxycholic Acid.,"[(67, 87, 'DRUG'), (28, 50, 'ADE')]",ilocano
Nariknak ti nataltalged ti ngiwat idi pinainomak ti Phospholipids.,"[(52, 65, 'DRUG'), (12, 33, 'ADE')]",ilocano
Ti kayat ko ti angin ket maysa a epekto ti Mometasone Furoate (as monohydrate0.,"[(43, 78, 'DRUG'), (3, 20, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Fexofenadine Hydrochloride, kanayonak a agdirdirisak.","[(26, 52, 'DRUG'), (66, 78, 'ADE')]",ilocano
"Gapu ti Ferrous Sulfate (as Heptahydrate), nakaramdamak ti naliday ti ulok.","[(8, 41, 'DRUG'), (59, 74, 'ADE')]",ilocano
"Idi ko inusar ti Bromhexine Hydrochlrodie, nagsang-atak ti adda pantal ko.","[(17, 41, 'DRUG'), (59, 73, 'ADE')]",ilocano
Ti agsukak ket maysa a epekto ti Ranitidine (as hydrochloride ).,"[(33, 63, 'DRUG'), (3, 10, 'ADE')]",ilocano
In-experience ko ti nangato ti bukol kalpasan ti Temisartan.,"[(49, 59, 'DRUG'), (20, 36, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti saanak makaturturog idi nag-inom ti Naproxen Sodium + Omeprazole.,"[(64, 92, 'DRUG'), (28, 47, 'ADE')]",ilocano
In-experience ko ti agbutengak kalpasan ti Topiramate.,"[(43, 53, 'DRUG'), (20, 30, 'ADE')]",ilocano
Ti agdirdirisak ket maysa a epekto ti Pantoprazole (as Sodium).,"[(38, 62, 'DRUG'), (3, 15, 'ADE')]",ilocano
"Idi ko inusar ti Olmesartan Medoxomil) + Amlodipine (as besilate), nagsang-atak ti agkaroak.","[(17, 65, 'DRUG'), (83, 91, 'ADE')]",ilocano
"Gapu ti Adrenaline (As Acid Tartrate), nakaramdamak ti agbutengak.","[(8, 37, 'DRUG'), (55, 65, 'ADE')]",ilocano
"Gapu ti Atorvastatin (As Calcium trihydrate), nakaramdamak ti saanak makaturturog.","[(8, 44, 'DRUG'), (62, 81, 'ADE')]",ilocano
Nariknak ti agkurang ti init ko idi pinainomak ti Erythromycin (as Stearate).,"[(50, 76, 'DRUG'), (12, 31, 'ADE')]",ilocano
Adu ti agsao nga saanak makapanag-diges no ag-inom ti Tiotropium (As Bromide).,"[(54, 77, 'DRUG'), (17, 39, 'ADE')]",ilocano
"Gapu ti Levonorgestrel, nakaramdamak ti nalidlidayak.","[(8, 22, 'DRUG'), (40, 52, 'ADE')]",ilocano
Nakaramdamak ti nataltalged ti ngiwat kalpasan ti panag-inom ko ti Meformin Hydrochloride.,"[(67, 89, 'DRUG'), (16, 37, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti saanak makapanag-diges idi nag-inom ti Carbetocin.,"[(67, 77, 'DRUG'), (28, 50, 'ADE')]",ilocano
"Idi ko inusar ti Telmisartan + Amlodipine (As Besylate), nagsang-atak ti adda pantal ko.","[(17, 55, 'DRUG'), (73, 87, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti agkurang ti init ko idi nag-inom ti Phenylephrine hydrochloride + Chlorphenamine maleate + Ibuprofen.,"[(64, 128, 'DRUG'), (28, 47, 'ADE')]",ilocano
Nakaramdamak ti agbutengak kalpasan ti panag-inom ko ti Betamethasone.,"[(56, 69, 'DRUG'), (16, 26, 'ADE')]",ilocano
Nakaramdamak ti nangato ti bukol kalpasan ti panag-inom ko ti Ethinylestradiol + Levonorgestrel; Ferrous fumarate.,"[(62, 113, 'DRUG'), (16, 32, 'ADE')]",ilocano
Adu ti agsao nga agsakit ti ulok no ag-inom ti Etelcalcetide (as hydrochloride).,"[(47, 79, 'DRUG'), (17, 32, 'ADE')]",ilocano
Ti kadawyan nga epekto ti Neostigmine (as Methylsulfate) ket agsukak.,"[(26, 56, 'DRUG'), (61, 68, 'ADE')]",ilocano
Nakaramdamak ti nataltalged ti ngiwat kalpasan ti panag-inom ko ti Ceftazidime (as pentahydrate).,"[(67, 96, 'DRUG'), (16, 37, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti nalidlidayak idi nag-inom ti Cortiright 100.,"[(57, 71, 'DRUG'), (28, 40, 'ADE')]",ilocano
Nariknak ti saanak makapanag-diges idi pinainomak ti GUAIFENESIN + CHLORPHENAMINE MALEATE + PHENYLPROPANOLAMINE.,"[(53, 111, 'DRUG'), (12, 34, 'ADE')]",ilocano
Ti agkaroak ket maysa a epekto ti Carmellose Sodium.,"[(34, 51, 'DRUG'), (3, 11, 'ADE')]",ilocano
Nakaramdamak ti nalawag ti kita kalpasan ti panag-inom ko ti Diosmin Hesperidin..,"[(61, 80, 'DRUG'), (16, 31, 'ADE')]",ilocano
Nariknak ti nalidlidayak idi pinainomak ti Cefazolin (as sodium).,"[(43, 64, 'DRUG'), (12, 24, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti kayat ko ti angin idi nag-inom ti Atropine sulfate.,"[(62, 78, 'DRUG'), (28, 45, 'ADE')]",ilocano
Adu ti agsao nga nataltalged ti ngiwat no ag-inom ti Live Infectious Bursal Disease (IBD) Virus Vaccine (Vet.).,"[(53, 110, 'DRUG'), (17, 38, 'ADE')]",ilocano
Nakaramdamak ti agkurang ti init ko kalpasan ti panag-inom ko ti Ibuprofen.,"[(65, 74, 'DRUG'), (16, 35, 'ADE')]",ilocano
Ti kadawyan nga epekto ti Tranexamic Acid. ket agkaroak.,"[(26, 42, 'DRUG'), (47, 55, 'ADE')]",ilocano
Ti saanak makaturturog ket maysa a epekto ti Atorvastatin Calcium.,"[(45, 65, 'DRUG'), (3, 22, 'ADE')]",ilocano
"Idi ko inusar ti Clindamycin Hydrochloride, nagsang-atak ti agsukak.","[(17, 42, 'DRUG'), (60, 67, 'ADE')]",ilocano
Ti kadawyan nga epekto ti Bromhexine Hydrochloride ket nasusukaak.,"[(26, 50, 'DRUG'), (55, 65, 'ADE')]",ilocano
Ti nangato ti bukol ket maysa a epekto ti Rupatadine (As Fumarate).,"[(42, 66, 'DRUG'), (3, 19, 'ADE')]",ilocano
Nariknak ti agpaspas ti puso idi pinainomak ti Silybin + Phospholipids + Multivitamins + Zinc.,"[(47, 93, 'DRUG'), (12, 28, 'ADE')]",ilocano
"Idi ko inusar ti Vecuronium bromide, nagsang-atak ti agkurang ti init ko.","[(17, 35, 'DRUG'), (53, 72, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti agsakit dagiti ul-ulok idi nag-inom ti Bupivacaine As Hydrochloride.,"[(67, 95, 'DRUG'), (28, 50, 'ADE')]",ilocano
"Gapu ti Haloperidol, nakaramdamak ti adda pantal ko.","[(8, 19, 'DRUG'), (37, 51, 'ADE')]",ilocano
Ti agsukak ket maysa a epekto ti Atorvastatin (as Calcium) + Fenofibrate.,"[(33, 72, 'DRUG'), (3, 10, 'ADE')]",ilocano
"Idi ko inusar ti Phosphatidylcholine + Lysophosphatidylcholine (Vet.), nagsang-atak ti agkaroak.","[(17, 69, 'DRUG'), (87, 95, 'ADE')]",ilocano
"Gapu ti Cholecalciferol (Vitamin D3), nakaramdamak ti agdirdirisak.","[(8, 36, 'DRUG'), (54, 66, 'ADE')]",ilocano
"Idi ko inusar ti Gemcitabine (As Hydrochloride), nagsang-atak ti adda pantal ko.","[(17, 47, 'DRUG'), (65, 79, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti nataltalged ti ngiwat idi nag-inom ti Cefuvic 250.,"[(66, 77, 'DRUG'), (28, 49, 'ADE')]",ilocano
"Gapu ti Olmesartan Medoxomil + Amlodipine (As Besilate), nakaramdamak ti adda pantal ko.","[(8, 55, 'DRUG'), (73, 87, 'ADE')]",ilocano
Nakaramdamak ti saanak makapanag-diges kalpasan ti panag-inom ko ti Iron + Zinc + Folic Acid.,"[(68, 92, 'DRUG'), (16, 38, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Pantoprazole (As Sodium), kanayonak a nalawag ti kita.","[(26, 50, 'DRUG'), (64, 79, 'ADE')]",ilocano
Nakaramdamak ti agkarkarigatak kalpasan ti panag-inom ko ti Multivitamins + Iron + Docusate Sodium.,"[(60, 98, 'DRUG'), (16, 30, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Potassium Chloride 10 Meq (20 Meq/L) In 5% Dextrose And 0.33% Sodium Chloride Solution For I.V. Infusion, kanayonak a saanak makaturturog.","[(26, 130, 'DRUG'), (144, 163, 'ADE')]",ilocano
Nariknak ti nasusukaak idi pinainomak ti MEFENAMIC ACID.,"[(41, 55, 'DRUG'), (12, 22, 'ADE')]",ilocano
Ti adda pantal ko ket maysa a epekto ti Sterile water for Injection.,"[(40, 67, 'DRUG'), (3, 17, 'ADE')]",ilocano
Nakaramdamak ti agkaroak kalpasan ti panag-inom ko ti 70% Isopropyl Alcohol Solution Unscented.,"[(54, 94, 'DRUG'), (16, 24, 'ADE')]",ilocano
Adu ti agsao nga saanak makapanag-diges no ag-inom ti Warfarin Sodium.,"[(54, 69, 'DRUG'), (17, 39, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti saanak makaturturog idi nag-inom ti Sodium Choride 0.65% Buffered Solution Nasal Spray.,"[(64, 114, 'DRUG'), (28, 47, 'ADE')]",ilocano
In-experience ko ti nalidlidayak kalpasan ti Pemetrexed (as Disodium).,"[(45, 69, 'DRUG'), (20, 32, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Cefuroxine (as axetil), kanayonak a nataltalged ti ngiwat.","[(26, 48, 'DRUG'), (62, 83, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Ketoconazole + Clobetasol propionate + Neomycin, kanayonak a agsakit ti ulok.","[(26, 73, 'DRUG'), (87, 102, 'ADE')]",ilocano
Nakaramdamak ti agsukak kalpasan ti panag-inom ko ti Povidone - Iodine.,"[(53, 70, 'DRUG'), (16, 23, 'ADE')]",ilocano
Ti kadawyan nga epekto ti Gadobutrol ket agbutengak.,"[(26, 36, 'DRUG'), (41, 51, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti agsukak idi nag-inom ti Methyldopa (as sesquihydrate).,"[(52, 81, 'DRUG'), (28, 35, 'ADE')]",ilocano
Ti naliday ti ulok ket maysa a epekto ti Calcium + Calcitriol + Zinc.,"[(41, 68, 'DRUG'), (3, 18, 'ADE')]",ilocano
Nariknak ti agsakit dagiti ul-ulok idi pinainomak ti Ambroxol Hydrochlorie.,"[(53, 74, 'DRUG'), (12, 34, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Recombinant Human Thrombopoietin, kanayonak a saanak makapanag-diges.","[(26, 58, 'DRUG'), (72, 94, 'ADE')]",ilocano
"Idi ko inusar ti Ketoconazole + Clobetasol propionate + Neomycin, nagsang-atak ti saanak makapanag-diges.","[(17, 64, 'DRUG'), (82, 104, 'ADE')]",ilocano
In-experience ko ti nalidlidayak kalpasan ti Docetaxel (As Trihydrate).,"[(45, 70, 'DRUG'), (20, 32, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti saanak makapanag-diges idi nag-inom ti Atorvastatin (as Calcium Trihydrate).,"[(67, 103, 'DRUG'), (28, 50, 'ADE')]",ilocano
In-experience ko ti agsukak kalpasan ti Hydrocortisone Acetate + Benzocaine + Benzalkonium Chloride (1% Solution) + Bismuth Subgallate.,"[(40, 134, 'DRUG'), (20, 27, 'ADE')]",ilocano
"Gapu ti Pantoprazole (as sodium sesquihydrate) + Domperidone (as maleate), nakaramdamak ti agkarkarigatak.","[(8, 73, 'DRUG'), (91, 105, 'ADE')]",ilocano
Ti kadawyan nga epekto ti Thiamine Mononitrate (Vit. B1) + Pyridoxine Hcl (Vit. B6) + Cyanocobalamin (Vit. B12) ket adda pantal ko.,"[(26, 111, 'DRUG'), (116, 130, 'ADE')]",ilocano
"Idi ko inusar ti Abrocitinib, nagsang-atak ti agkarkarigatak.","[(17, 28, 'DRUG'), (46, 60, 'ADE')]",ilocano
